[mem][post-eval] iter  25000 win_alloc 0.845 win_res 9.705 cur_res 9.705 retries 0
{'hmdb': {'accuracy': 49.98400117620826, 'confidence': 0.4248816027926246}}

Test Accuracies:
hmdb: 50.0+/-0.4

[mem] profiling run — 跳過 results.csv 寫入
[mem] iter  25100 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  25200 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  25300 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  25400 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  25500 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  25600 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  25700 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  25800 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  25900 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  26000 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
Task [26000/100020], Train Loss: 0.0356144, Train Accuracy: 0.9928800
[mem] iter  26100 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  26200 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  26300 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  26400 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  26500 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  26600 win_alloc 7.663 win_res 9.705 cur_res 9.705 retries 0
[mem] iter  26700 win_alloc 7.664 win_res 9.705 cur_res 9.705 retries 0
